Tenant_ID,Full_Name,Age_Group,Occupation,Budget(minimum),Budget(Maximum),Inspection_Count,Has_Active_Application
TNT04096,Tenant_4096,46 - 60,Trader,300000,500000,3,FALSE
TNT04097,Tenant_4097,18 - 25,Trader,150000,200000,5,FALSE
TNT04098,Tenant_4098,36 - 45,Trader,100000,150000,4,TRUE
TNT04099,Tenant_4099,36 - 45,Banker,300000,500000,0,TRUE
TNT04100,Tenant_4100,18 - 25,Civil Servant,300000,500000,3,FALSE
TNT04101,Tenant_4101,46 - 60,Civil Servant,150000,200000,3,TRUE
TNT04102,Tenant_4102,18 - 25,Engineer,100000,150000,2,FALSE
TNT04103,Tenant_4103,18 - 25,Civil Servant,300000,500000,4,FALSE
TNT04104,Tenant_4104,26 - 35,Freelancer,100000,150000,5,FALSE
TNT04105,Tenant_4105,18 - 25,Student,100000,150000,5,FALSE
TNT04106,Tenant_4106,36 - 45,Engineer,150000,200000,1,FALSE
TNT04107,Tenant_4107,36 - 45,Engineer,300000,500000,4,TRUE
TNT04108,Tenant_4108,36 - 45,Civil Servant,150000,200000,4,FALSE
TNT04109,Tenant_4109,46 - 60,Banker,200000,300000,3,TRUE
TNT04110,Tenant_4110,36 - 45,Banker,300000,500000,2,FALSE
TNT04111,Tenant_4111,18 - 25,Trader,100000,150000,4,TRUE
TNT04112,Tenant_4112,26 - 35,Banker,100000,150000,1,FALSE
TNT04113,Tenant_4113,36 - 45,Freelancer,300000,500000,2,FALSE
TNT04114,Tenant_4114,46 - 60,Freelancer,150000,200000,2,TRUE
TNT04115,Tenant_4115,18 - 25,Trader,100000,150000,1,TRUE
TNT04116,Tenant_4116,18 - 25,Banker,300000,500000,1,TRUE
TNT04117,Tenant_4117,46 - 60,Trader,100000,150000,5,TRUE
TNT04118,Tenant_4118,26 - 35,Student,150000,200000,1,FALSE
TNT04119,Tenant_4119,46 - 60,Banker,300000,500000,4,FALSE
TNT04120,Tenant_4120,26 - 35,Banker,150000,200000,5,FALSE
TNT04121,Tenant_4121,46 - 60,Banker,150000,200000,2,TRUE
TNT04122,Tenant_4122,18 - 25,Banker,300000,500000,5,TRUE
TNT04123,Tenant_4123,36 - 45,Freelancer,150000,200000,2,FALSE
TNT04124,Tenant_4124,36 - 45,Civil Servant,150000,200000,0,FALSE
TNT04125,Tenant_4125,26 - 35,Trader,150000,200000,0,FALSE
TNT04126,Tenant_4126,18 - 25,Freelancer,100000,150000,0,TRUE
TNT04127,Tenant_4127,36 - 45,Trader,150000,200000,5,FALSE
TNT04128,Tenant_4128,46 - 60,Student,200000,300000,4,FALSE
TNT04129,Tenant_4129,18 - 25,Banker,100000,150000,5,FALSE
TNT04130,Tenant_4130,18 - 25,Engineer,200000,300000,4,FALSE
TNT04131,Tenant_4131,36 - 45,Freelancer,150000,200000,1,FALSE
TNT04132,Tenant_4132,46 - 60,Civil Servant,150000,200000,4,FALSE
TNT04133,Tenant_4133,46 - 60,Engineer,100000,150000,2,TRUE
TNT04134,Tenant_4134,36 - 45,Student,150000,200000,2,TRUE
TNT04135,Tenant_4135,46 - 60,Engineer,100000,150000,5,FALSE
TNT04136,Tenant_4136,36 - 45,Student,300000,500000,3,FALSE
TNT04137,Tenant_4137,26 - 35,Freelancer,100000,150000,3,FALSE
TNT04138,Tenant_4138,26 - 35,Student,150000,200000,4,TRUE
TNT04139,Tenant_4139,18 - 25,Freelancer,100000,150000,5,TRUE
TNT04140,Tenant_4140,36 - 45,Civil Servant,100000,150000,5,FALSE
TNT04141,Tenant_4141,46 - 60,Freelancer,100000,150000,3,TRUE
TNT04142,Tenant_4142,46 - 60,Engineer,150000,200000,4,FALSE
TNT04143,Tenant_4143,36 - 45,Trader,100000,150000,1,FALSE
TNT04144,Tenant_4144,18 - 25,Civil Servant,200000,300000,1,FALSE
TNT04145,Tenant_4145,36 - 45,Trader,300000,500000,3,TRUE
TNT04146,Tenant_4146,46 - 60,Trader,300000,500000,4,FALSE
TNT04147,Tenant_4147,36 - 45,Banker,300000,500000,3,FALSE
TNT04148,Tenant_4148,46 - 60,Engineer,100000,150000,2,FALSE
TNT04149,Tenant_4149,46 - 60,Student,100000,150000,4,FALSE
TNT04150,Tenant_4150,36 - 45,Trader,300000,500000,0,FALSE
TNT04151,Tenant_4151,26 - 35,Engineer,300000,500000,2,FALSE
TNT04152,Tenant_4152,46 - 60,Banker,150000,200000,4,FALSE
TNT04153,Tenant_4153,46 - 60,Engineer,100000,150000,3,TRUE
TNT04154,Tenant_4154,18 - 25,Student,150000,200000,5,FALSE
TNT04155,Tenant_4155,46 - 60,Trader,100000,150000,3,TRUE
TNT04156,Tenant_4156,36 - 45,Student,300000,500000,3,TRUE
TNT04157,Tenant_4157,26 - 35,Banker,200000,300000,4,TRUE
TNT04158,Tenant_4158,46 - 60,Student,150000,200000,3,FALSE
TNT04159,Tenant_4159,26 - 35,Civil Servant,200000,300000,4,TRUE
TNT04160,Tenant_4160,18 - 25,Banker,100000,150000,4,FALSE
TNT04161,Tenant_4161,36 - 45,Student,200000,300000,3,FALSE
TNT04162,Tenant_4162,46 - 60,Banker,300000,500000,1,FALSE
TNT04163,Tenant_4163,26 - 35,Engineer,100000,150000,1,FALSE
TNT04164,Tenant_4164,46 - 60,Engineer,300000,500000,2,TRUE
TNT04165,Tenant_4165,26 - 35,Engineer,100000,150000,4,FALSE
TNT04166,Tenant_4166,18 - 25,Civil Servant,100000,150000,3,FALSE
TNT04167,Tenant_4167,26 - 35,Civil Servant,100000,150000,5,FALSE
TNT04168,Tenant_4168,46 - 60,Engineer,300000,500000,3,FALSE
TNT04169,Tenant_4169,36 - 45,Student,100000,150000,3,FALSE
TNT04170,Tenant_4170,26 - 35,Civil Servant,100000,150000,1,FALSE
TNT04171,Tenant_4171,26 - 35,Freelancer,150000,200000,0,FALSE
TNT04172,Tenant_4172,36 - 45,Banker,300000,500000,5,FALSE
TNT04173,Tenant_4173,46 - 60,Banker,100000,150000,4,FALSE
TNT04174,Tenant_4174,26 - 35,Freelancer,100000,150000,2,FALSE
TNT04175,Tenant_4175,18 - 25,Banker,100000,150000,2,FALSE
TNT04176,Tenant_4176,46 - 60,Banker,200000,300000,2,FALSE
TNT04177,Tenant_4177,26 - 35,Engineer,200000,300000,4,FALSE
TNT04178,Tenant_4178,18 - 25,Banker,150000,200000,4,FALSE
TNT04179,Tenant_4179,18 - 25,Banker,200000,300000,2,FALSE
TNT04180,Tenant_4180,36 - 45,Trader,150000,200000,2,TRUE
TNT04181,Tenant_4181,46 - 60,Banker,100000,150000,3,FALSE
TNT04182,Tenant_4182,18 - 25,Freelancer,300000,500000,5,FALSE
TNT04183,Tenant_4183,26 - 35,Banker,100000,150000,0,FALSE
TNT04184,Tenant_4184,46 - 60,Freelancer,300000,500000,1,FALSE
TNT04185,Tenant_4185,36 - 45,Civil Servant,150000,200000,4,FALSE
TNT04186,Tenant_4186,18 - 25,Banker,300000,500000,0,TRUE
TNT04187,Tenant_4187,18 - 25,Freelancer,150000,200000,2,FALSE
TNT04188,Tenant_4188,18 - 25,Banker,150000,200000,5,FALSE
TNT04189,Tenant_4189,26 - 35,Civil Servant,300000,500000,2,FALSE
TNT04190,Tenant_4190,46 - 60,Banker,100000,150000,2,FALSE
TNT04191,Tenant_4191,26 - 35,Trader,200000,300000,2,TRUE
TNT04192,Tenant_4192,18 - 25,Civil Servant,100000,150000,3,FALSE
TNT04193,Tenant_4193,36 - 45,Trader,150000,200000,4,FALSE
TNT04194,Tenant_4194,26 - 35,Banker,100000,150000,2,TRUE
TNT04195,Tenant_4195,36 - 45,Trader,100000,150000,2,FALSE
TNT04196,Tenant_4196,26 - 35,Student,100000,150000,4,FALSE
TNT04197,Tenant_4197,36 - 45,Civil Servant,200000,300000,1,TRUE
TNT04198,Tenant_4198,36 - 45,Student,300000,500000,3,TRUE
TNT04199,Tenant_4199,18 - 25,Civil Servant,200000,300000,3,FALSE
TNT04200,Tenant_4200,18 - 25,Engineer,100000,150000,0,TRUE
TNT04201,Tenant_4201,46 - 60,Civil Servant,300000,500000,3,TRUE
TNT04202,Tenant_4202,18 - 25,Engineer,100000,150000,0,FALSE
TNT04203,Tenant_4203,46 - 60,Student,150000,200000,1,FALSE
TNT04204,Tenant_4204,18 - 25,Civil Servant,100000,150000,4,FALSE
TNT04205,Tenant_4205,36 - 45,Engineer,300000,500000,2,TRUE
TNT04206,Tenant_4206,46 - 60,Banker,200000,300000,5,TRUE
TNT04207,Tenant_4207,18 - 25,Banker,200000,300000,0,FALSE
TNT04208,Tenant_4208,26 - 35,Engineer,100000,150000,5,FALSE
TNT04209,Tenant_4209,18 - 25,Student,200000,300000,5,TRUE
TNT04210,Tenant_4210,18 - 25,Freelancer,300000,500000,3,TRUE
TNT04211,Tenant_4211,26 - 35,Civil Servant,200000,300000,5,FALSE
TNT04212,Tenant_4212,18 - 25,Banker,200000,300000,2,FALSE
TNT04213,Tenant_4213,46 - 60,Civil Servant,100000,150000,1,FALSE
TNT04214,Tenant_4214,18 - 25,Trader,300000,500000,4,FALSE
TNT04215,Tenant_4215,18 - 25,Freelancer,300000,500000,0,TRUE
TNT04216,Tenant_4216,26 - 35,Trader,150000,200000,3,TRUE
TNT04217,Tenant_4217,26 - 35,Banker,200000,300000,5,FALSE
TNT04218,Tenant_4218,18 - 25,Engineer,300000,500000,5,FALSE
TNT04219,Tenant_4219,26 - 35,Trader,150000,200000,2,FALSE
TNT04220,Tenant_4220,36 - 45,Civil Servant,100000,150000,2,FALSE
TNT04221,Tenant_4221,26 - 35,Student,150000,200000,2,FALSE
TNT04222,Tenant_4222,46 - 60,Trader,150000,200000,4,TRUE
TNT04223,Tenant_4223,18 - 25,Student,300000,500000,0,FALSE
TNT04224,Tenant_4224,26 - 35,Freelancer,150000,200000,4,FALSE
TNT04225,Tenant_4225,18 - 25,Freelancer,100000,150000,5,TRUE
TNT04226,Tenant_4226,46 - 60,Engineer,300000,500000,3,FALSE
TNT04227,Tenant_4227,36 - 45,Student,300000,500000,0,FALSE
TNT04228,Tenant_4228,36 - 45,Civil Servant,300000,500000,1,FALSE
TNT04229,Tenant_4229,18 - 25,Engineer,300000,500000,1,FALSE
TNT04230,Tenant_4230,26 - 35,Trader,100000,150000,5,TRUE
TNT04231,Tenant_4231,36 - 45,Engineer,100000,150000,4,FALSE
TNT04232,Tenant_4232,18 - 25,Civil Servant,100000,150000,4,FALSE
TNT04233,Tenant_4233,18 - 25,Trader,200000,300000,5,FALSE
TNT04234,Tenant_4234,36 - 45,Freelancer,100000,150000,4,TRUE
TNT04235,Tenant_4235,18 - 25,Engineer,150000,200000,1,TRUE
TNT04236,Tenant_4236,36 - 45,Civil Servant,300000,500000,1,FALSE
TNT04237,Tenant_4237,36 - 45,Freelancer,150000,200000,0,FALSE
TNT04238,Tenant_4238,26 - 35,Trader,100000,150000,5,TRUE
TNT04239,Tenant_4239,18 - 25,Student,200000,300000,0,FALSE
TNT04240,Tenant_4240,36 - 45,Banker,200000,300000,4,TRUE
TNT04241,Tenant_4241,36 - 45,Trader,300000,500000,5,FALSE
TNT04242,Tenant_4242,26 - 35,Trader,100000,150000,2,FALSE
TNT04243,Tenant_4243,36 - 45,Banker,200000,300000,0,FALSE
TNT04244,Tenant_4244,26 - 35,Banker,150000,200000,1,TRUE
TNT04245,Tenant_4245,36 - 45,Freelancer,200000,300000,3,TRUE
TNT04246,Tenant_4246,18 - 25,Trader,300000,500000,2,FALSE
TNT04247,Tenant_4247,18 - 25,Trader,200000,300000,5,TRUE
TNT04248,Tenant_4248,18 - 25,Engineer,100000,150000,1,TRUE
TNT04249,Tenant_4249,26 - 35,Banker,150000,200000,2,FALSE
TNT04250,Tenant_4250,18 - 25,Civil Servant,300000,500000,3,TRUE
TNT04251,Tenant_4251,26 - 35,Student,300000,500000,5,FALSE
TNT04252,Tenant_4252,46 - 60,Trader,200000,300000,4,FALSE
TNT04253,Tenant_4253,26 - 35,Engineer,300000,500000,2,FALSE
TNT04254,Tenant_4254,46 - 60,Student,200000,300000,3,FALSE
TNT04255,Tenant_4255,26 - 35,Freelancer,150000,200000,3,FALSE
TNT04256,Tenant_4256,36 - 45,Civil Servant,200000,300000,2,FALSE
TNT04257,Tenant_4257,26 - 35,Engineer,300000,500000,5,TRUE
TNT04258,Tenant_4258,36 - 45,Student,150000,200000,2,FALSE
TNT04259,Tenant_4259,26 - 35,Trader,200000,300000,2,FALSE
TNT04260,Tenant_4260,26 - 35,Engineer,300000,500000,2,FALSE
TNT04261,Tenant_4261,46 - 60,Banker,300000,500000,4,TRUE
TNT04262,Tenant_4262,46 - 60,Student,100000,150000,1,FALSE
TNT04263,Tenant_4263,36 - 45,Trader,200000,300000,0,FALSE
TNT04264,Tenant_4264,36 - 45,Engineer,200000,300000,4,FALSE
TNT04265,Tenant_4265,18 - 25,Civil Servant,200000,300000,2,FALSE
TNT04266,Tenant_4266,18 - 25,Student,150000,200000,3,FALSE
TNT04267,Tenant_4267,46 - 60,Freelancer,150000,200000,5,TRUE
TNT04268,Tenant_4268,36 - 45,Freelancer,100000,150000,4,FALSE
TNT04269,Tenant_4269,18 - 25,Banker,100000,150000,0,FALSE
TNT04270,Tenant_4270,36 - 45,Engineer,100000,150000,5,TRUE
TNT04271,Tenant_4271,46 - 60,Engineer,300000,500000,0,TRUE
TNT04272,Tenant_4272,36 - 45,Banker,300000,500000,4,FALSE
TNT04273,Tenant_4273,46 - 60,Engineer,100000,150000,3,FALSE
TNT04274,Tenant_4274,18 - 25,Freelancer,300000,500000,3,FALSE
TNT04275,Tenant_4275,36 - 45,Freelancer,100000,150000,5,FALSE
TNT04276,Tenant_4276,36 - 45,Banker,150000,200000,3,FALSE
TNT04277,Tenant_4277,18 - 25,Trader,300000,500000,1,FALSE
TNT04278,Tenant_4278,26 - 35,Banker,300000,500000,3,FALSE
TNT04279,Tenant_4279,26 - 35,Freelancer,100000,150000,0,FALSE
TNT04280,Tenant_4280,46 - 60,Banker,200000,300000,5,FALSE
TNT04281,Tenant_4281,36 - 45,Freelancer,100000,150000,2,FALSE
TNT04282,Tenant_4282,18 - 25,Trader,300000,500000,2,FALSE
TNT04283,Tenant_4283,46 - 60,Freelancer,300000,500000,0,FALSE
TNT04284,Tenant_4284,18 - 25,Civil Servant,100000,150000,3,FALSE
TNT04285,Tenant_4285,26 - 35,Engineer,100000,150000,2,TRUE
TNT04286,Tenant_4286,36 - 45,Student,100000,150000,5,FALSE
TNT04287,Tenant_4287,46 - 60,Trader,300000,500000,0,TRUE
TNT04288,Tenant_4288,26 - 35,Student,300000,500000,3,FALSE
TNT04289,Tenant_4289,26 - 35,Trader,300000,500000,1,FALSE
TNT04290,Tenant_4290,36 - 45,Trader,150000,200000,2,TRUE
TNT04291,Tenant_4291,36 - 45,Trader,100000,150000,5,FALSE
TNT04292,Tenant_4292,36 - 45,Civil Servant,150000,200000,3,FALSE
TNT04293,Tenant_4293,36 - 45,Trader,100000,150000,5,FALSE
TNT04294,Tenant_4294,46 - 60,Freelancer,150000,200000,3,TRUE
TNT04295,Tenant_4295,36 - 45,Engineer,100000,150000,5,FALSE
TNT04296,Tenant_4296,46 - 60,Freelancer,200000,300000,2,FALSE
TNT04297,Tenant_4297,36 - 45,Freelancer,150000,200000,3,FALSE
TNT04298,Tenant_4298,46 - 60,Civil Servant,300000,500000,5,FALSE
TNT04299,Tenant_4299,46 - 60,Engineer,300000,500000,4,FALSE
TNT04300,Tenant_4300,36 - 45,Civil Servant,150000,200000,4,FALSE
TNT04301,Tenant_4301,18 - 25,Trader,100000,150000,1,FALSE
TNT04302,Tenant_4302,46 - 60,Engineer,150000,200000,0,TRUE
TNT04303,Tenant_4303,46 - 60,Student,300000,500000,4,FALSE
TNT04304,Tenant_4304,18 - 25,Engineer,300000,500000,4,FALSE
TNT04305,Tenant_4305,46 - 60,Freelancer,300000,500000,1,FALSE
TNT04306,Tenant_4306,26 - 35,Trader,150000,200000,4,FALSE
TNT04307,Tenant_4307,26 - 35,Freelancer,150000,200000,4,FALSE
TNT04308,Tenant_4308,18 - 25,Student,200000,300000,5,FALSE
TNT04309,Tenant_4309,18 - 25,Civil Servant,100000,150000,2,TRUE
TNT04310,Tenant_4310,36 - 45,Civil Servant,200000,300000,1,FALSE
TNT04311,Tenant_4311,46 - 60,Trader,300000,500000,3,FALSE
TNT04312,Tenant_4312,26 - 35,Banker,200000,300000,3,FALSE
TNT04313,Tenant_4313,18 - 25,Civil Servant,300000,500000,0,FALSE
TNT04314,Tenant_4314,36 - 45,Freelancer,100000,150000,0,FALSE
TNT04315,Tenant_4315,18 - 25,Freelancer,200000,300000,4,FALSE
TNT04316,Tenant_4316,26 - 35,Engineer,300000,500000,4,FALSE
TNT04317,Tenant_4317,18 - 25,Trader,200000,300000,3,TRUE
TNT04318,Tenant_4318,18 - 25,Civil Servant,150000,200000,1,FALSE
TNT04319,Tenant_4319,46 - 60,Civil Servant,150000,200000,2,TRUE
TNT04320,Tenant_4320,26 - 35,Civil Servant,100000,150000,5,FALSE
TNT04321,Tenant_4321,46 - 60,Civil Servant,100000,150000,0,FALSE
TNT04322,Tenant_4322,18 - 25,Freelancer,200000,300000,4,FALSE
TNT04323,Tenant_4323,26 - 35,Student,100000,150000,0,TRUE
TNT04324,Tenant_4324,36 - 45,Trader,100000,150000,3,FALSE
TNT04325,Tenant_4325,46 - 60,Trader,150000,200000,1,FALSE
TNT04326,Tenant_4326,46 - 60,Engineer,200000,300000,3,FALSE
TNT04327,Tenant_4327,36 - 45,Freelancer,150000,200000,2,FALSE
TNT04328,Tenant_4328,18 - 25,Freelancer,150000,200000,1,FALSE
TNT04329,Tenant_4329,36 - 45,Banker,150000,200000,2,TRUE
TNT04330,Tenant_4330,26 - 35,Banker,200000,300000,2,FALSE
TNT04331,Tenant_4331,46 - 60,Trader,200000,300000,1,TRUE
TNT04332,Tenant_4332,26 - 35,Freelancer,200000,300000,2,FALSE
TNT04333,Tenant_4333,18 - 25,Civil Servant,150000,200000,0,FALSE
TNT04334,Tenant_4334,36 - 45,Engineer,100000,150000,4,TRUE
TNT04335,Tenant_4335,26 - 35,Freelancer,200000,300000,1,FALSE
TNT04336,Tenant_4336,46 - 60,Engineer,100000,150000,3,FALSE
TNT04337,Tenant_4337,26 - 35,Banker,150000,200000,3,FALSE
TNT04338,Tenant_4338,46 - 60,Civil Servant,300000,500000,4,TRUE
TNT04339,Tenant_4339,18 - 25,Student,200000,300000,3,FALSE
TNT04340,Tenant_4340,36 - 45,Civil Servant,100000,150000,4,FALSE
TNT04341,Tenant_4341,26 - 35,Freelancer,200000,300000,0,TRUE
TNT04342,Tenant_4342,18 - 25,Civil Servant,150000,200000,3,TRUE
TNT04343,Tenant_4343,18 - 25,Civil Servant,200000,300000,3,TRUE
TNT04344,Tenant_4344,26 - 35,Banker,150000,200000,0,TRUE
TNT04345,Tenant_4345,26 - 35,Student,300000,500000,3,FALSE
TNT04346,Tenant_4346,46 - 60,Student,150000,200000,3,FALSE
TNT04347,Tenant_4347,18 - 25,Banker,300000,500000,0,FALSE
TNT04348,Tenant_4348,36 - 45,Banker,300000,500000,5,FALSE
TNT04349,Tenant_4349,18 - 25,Banker,300000,500000,0,FALSE
TNT04350,Tenant_4350,36 - 45,Engineer,100000,150000,5,FALSE
TNT04351,Tenant_4351,26 - 35,Trader,150000,200000,0,FALSE
TNT04352,Tenant_4352,46 - 60,Trader,300000,500000,5,FALSE
TNT04353,Tenant_4353,46 - 60,Trader,150000,200000,3,FALSE
TNT04354,Tenant_4354,26 - 35,Civil Servant,200000,300000,4,FALSE
TNT04355,Tenant_4355,46 - 60,Engineer,150000,200000,5,FALSE
TNT04356,Tenant_4356,26 - 35,Banker,150000,200000,4,FALSE
TNT04357,Tenant_4357,46 - 60,Trader,150000,200000,1,FALSE
TNT04358,Tenant_4358,18 - 25,Engineer,150000,200000,1,FALSE
TNT04359,Tenant_4359,46 - 60,Engineer,100000,150000,3,FALSE
TNT04360,Tenant_4360,36 - 45,Banker,300000,500000,3,TRUE
TNT04361,Tenant_4361,18 - 25,Student,300000,500000,4,TRUE
TNT04362,Tenant_4362,46 - 60,Engineer,300000,500000,2,FALSE
TNT04363,Tenant_4363,18 - 25,Freelancer,200000,300000,1,FALSE
TNT04364,Tenant_4364,18 - 25,Engineer,200000,300000,4,FALSE
TNT04365,Tenant_4365,36 - 45,Student,150000,200000,3,TRUE
TNT04366,Tenant_4366,36 - 45,Student,100000,150000,1,FALSE
TNT04367,Tenant_4367,26 - 35,Civil Servant,100000,150000,1,FALSE
TNT04368,Tenant_4368,18 - 25,Freelancer,150000,200000,5,FALSE
TNT04369,Tenant_4369,46 - 60,Trader,150000,200000,1,FALSE
TNT04370,Tenant_4370,36 - 45,Engineer,300000,500000,3,TRUE
TNT04371,Tenant_4371,18 - 25,Banker,200000,300000,4,FALSE
TNT04372,Tenant_4372,26 - 35,Civil Servant,200000,300000,2,FALSE
TNT04373,Tenant_4373,26 - 35,Banker,200000,300000,3,FALSE
TNT04374,Tenant_4374,18 - 25,Freelancer,200000,300000,1,TRUE
TNT04375,Tenant_4375,26 - 35,Student,150000,200000,5,TRUE
TNT04376,Tenant_4376,46 - 60,Trader,150000,200000,5,TRUE
TNT04377,Tenant_4377,46 - 60,Engineer,200000,300000,0,FALSE
TNT04378,Tenant_4378,46 - 60,Engineer,300000,500000,4,TRUE
TNT04379,Tenant_4379,46 - 60,Engineer,300000,500000,3,FALSE
TNT04380,Tenant_4380,36 - 45,Banker,300000,500000,1,FALSE
TNT04381,Tenant_4381,46 - 60,Trader,200000,300000,2,FALSE
TNT04382,Tenant_4382,36 - 45,Freelancer,300000,500000,5,TRUE
TNT04383,Tenant_4383,36 - 45,Banker,150000,200000,1,TRUE
TNT04384,Tenant_4384,36 - 45,Student,200000,300000,1,FALSE
TNT04385,Tenant_4385,26 - 35,Trader,300000,500000,3,TRUE
TNT04386,Tenant_4386,36 - 45,Civil Servant,150000,200000,5,TRUE
TNT04387,Tenant_4387,26 - 35,Student,200000,300000,2,FALSE
TNT04388,Tenant_4388,46 - 60,Engineer,150000,200000,5,TRUE
TNT04389,Tenant_4389,26 - 35,Civil Servant,300000,500000,0,TRUE
TNT04390,Tenant_4390,18 - 25,Banker,100000,150000,5,FALSE
TNT04391,Tenant_4391,26 - 35,Trader,300000,500000,5,FALSE
TNT04392,Tenant_4392,18 - 25,Civil Servant,150000,200000,3,FALSE
TNT04393,Tenant_4393,26 - 35,Banker,100000,150000,5,TRUE
TNT04394,Tenant_4394,36 - 45,Trader,100000,150000,4,TRUE
TNT04395,Tenant_4395,18 - 25,Engineer,200000,300000,2,FALSE
TNT04396,Tenant_4396,26 - 35,Trader,100000,150000,0,FALSE
TNT04397,Tenant_4397,46 - 60,Engineer,200000,300000,0,FALSE
TNT04398,Tenant_4398,26 - 35,Banker,100000,150000,2,FALSE
TNT04399,Tenant_4399,18 - 25,Banker,100000,150000,4,FALSE
TNT04400,Tenant_4400,46 - 60,Civil Servant,200000,300000,1,FALSE
TNT04401,Tenant_4401,18 - 25,Banker,150000,200000,3,FALSE
TNT04402,Tenant_4402,36 - 45,Engineer,200000,300000,4,FALSE
TNT04403,Tenant_4403,36 - 45,Student,100000,150000,5,TRUE
TNT04404,Tenant_4404,26 - 35,Student,300000,500000,0,FALSE
TNT04405,Tenant_4405,26 - 35,Trader,200000,300000,5,FALSE
TNT04406,Tenant_4406,26 - 35,Banker,200000,300000,4,FALSE
TNT04407,Tenant_4407,26 - 35,Civil Servant,100000,150000,1,FALSE
TNT04408,Tenant_4408,18 - 25,Student,100000,150000,5,TRUE
TNT04409,Tenant_4409,18 - 25,Freelancer,300000,500000,4,FALSE
TNT04410,Tenant_4410,26 - 35,Banker,100000,150000,4,FALSE
TNT04411,Tenant_4411,26 - 35,Civil Servant,200000,300000,5,TRUE
TNT04412,Tenant_4412,36 - 45,Freelancer,200000,300000,0,FALSE
TNT04413,Tenant_4413,26 - 35,Civil Servant,200000,300000,4,FALSE
TNT04414,Tenant_4414,36 - 45,Student,150000,200000,5,FALSE
TNT04415,Tenant_4415,36 - 45,Engineer,200000,300000,3,FALSE
TNT04416,Tenant_4416,26 - 35,Freelancer,150000,200000,2,TRUE
TNT04417,Tenant_4417,18 - 25,Civil Servant,100000,150000,5,FALSE
TNT04418,Tenant_4418,36 - 45,Freelancer,150000,200000,0,TRUE
TNT04419,Tenant_4419,36 - 45,Banker,200000,300000,2,FALSE
TNT04420,Tenant_4420,26 - 35,Trader,100000,150000,4,TRUE
TNT04421,Tenant_4421,18 - 25,Engineer,150000,200000,1,FALSE
TNT04422,Tenant_4422,46 - 60,Banker,100000,150000,5,FALSE
TNT04423,Tenant_4423,36 - 45,Civil Servant,100000,150000,5,FALSE
TNT04424,Tenant_4424,26 - 35,Banker,150000,200000,0,FALSE
TNT04425,Tenant_4425,18 - 25,Student,100000,150000,4,FALSE
TNT04426,Tenant_4426,18 - 25,Trader,100000,150000,4,FALSE
TNT04427,Tenant_4427,18 - 25,Civil Servant,200000,300000,1,FALSE
TNT04428,Tenant_4428,36 - 45,Trader,300000,500000,4,FALSE
TNT04429,Tenant_4429,46 - 60,Engineer,300000,500000,3,FALSE
TNT04430,Tenant_4430,18 - 25,Engineer,100000,150000,1,TRUE
TNT04431,Tenant_4431,36 - 45,Trader,150000,200000,0,FALSE
TNT04432,Tenant_4432,26 - 35,Freelancer,300000,500000,0,TRUE
TNT04433,Tenant_4433,18 - 25,Civil Servant,150000,200000,2,TRUE
TNT04434,Tenant_4434,36 - 45,Freelancer,300000,500000,3,FALSE
TNT04435,Tenant_4435,46 - 60,Banker,200000,300000,5,TRUE
TNT04436,Tenant_4436,18 - 25,Civil Servant,200000,300000,3,FALSE
TNT04437,Tenant_4437,46 - 60,Trader,150000,200000,0,FALSE
TNT04438,Tenant_4438,36 - 45,Banker,150000,200000,4,FALSE
TNT04439,Tenant_4439,26 - 35,Freelancer,200000,300000,5,FALSE
TNT04440,Tenant_4440,36 - 45,Engineer,150000,200000,3,TRUE
TNT04441,Tenant_4441,46 - 60,Civil Servant,100000,150000,3,FALSE
TNT04442,Tenant_4442,46 - 60,Trader,200000,300000,4,FALSE
TNT04443,Tenant_4443,26 - 35,Student,200000,300000,1,FALSE
TNT04444,Tenant_4444,18 - 25,Banker,200000,300000,4,TRUE
TNT04445,Tenant_4445,36 - 45,Civil Servant,200000,300000,2,TRUE
TNT04446,Tenant_4446,26 - 35,Trader,100000,150000,2,TRUE
TNT04447,Tenant_4447,18 - 25,Student,200000,300000,5,FALSE
TNT04448,Tenant_4448,26 - 35,Banker,200000,300000,0,TRUE
TNT04449,Tenant_4449,46 - 60,Freelancer,150000,200000,1,TRUE
TNT04450,Tenant_4450,18 - 25,Banker,200000,300000,3,TRUE
TNT04451,Tenant_4451,26 - 35,Engineer,300000,500000,5,FALSE
TNT04452,Tenant_4452,36 - 45,Civil Servant,150000,200000,0,TRUE
TNT04453,Tenant_4453,26 - 35,Banker,150000,200000,0,FALSE
TNT04454,Tenant_4454,18 - 25,Banker,300000,500000,5,TRUE
TNT04455,Tenant_4455,26 - 35,Civil Servant,150000,200000,5,FALSE
TNT04456,Tenant_4456,26 - 35,Civil Servant,100000,150000,3,FALSE
TNT04457,Tenant_4457,36 - 45,Trader,200000,300000,3,FALSE
TNT04458,Tenant_4458,18 - 25,Trader,200000,300000,4,TRUE
TNT04459,Tenant_4459,18 - 25,Freelancer,150000,200000,2,TRUE
TNT04460,Tenant_4460,46 - 60,Engineer,200000,300000,3,TRUE
TNT04461,Tenant_4461,26 - 35,Engineer,150000,200000,4,FALSE
TNT04462,Tenant_4462,18 - 25,Freelancer,200000,300000,2,TRUE
TNT04463,Tenant_4463,18 - 25,Student,150000,200000,1,TRUE
