Listing_ID,Landlord_ID,Property_Type,Bedrooms,Bathrooms,Location,Monthly_Rent,Service_Charge,Availability_Status,Date_Listed
LST08000,LLD0023,Flat,2,1,Surulere,96692,30000,Rented,2025-01-02
LST08001,LLD0320,Flat,2,1,Yaba,483446,20000,Inactive,2025-01-23
LST08002,LLD0273,Self-Contain,3,2,Surulere,106777,10000,Inactive,2025-02-23
LST08003,LLD0043,Single Room,3,1,Ikeja,309999,10000,Rented,2025-03-05
LST08004,LLD0331,Single Room,1,1,Yaba,112108,,Inactive,2025-01-18
LST08005,LLD0312,Single Room,1,2,Ikeja,483022,20000,Rented,2025-04-25
LST08006,LLD0362,Flat,3,1,Yaba,419152,0,Rented,2025-04-19
LST08007,LLD0155,Self-Contain,1,1,Iyana Ipaja,362531,10000,Rented,2025-03-22
LST08008,LLD0487,Flat,1,2,Ajah,263110,10000,Available,2025-03-08
LST08009,LLD0379,Self-Contain,3,1,Lekki,242896,,Available,2025-03-10
LST08010,LLD0198,Self-Contain,2,1,Yaba,296019,10000,Inactive,2025-04-03
LST08011,LLD0406,Flat,1,2,Yaba,186590,0,Rented,2025-02-10
LST08012,LLD0468,Flat,3,2,Lekki,493566,10000,Available,2025-04-11
LST08013,LLD0161,Self-Contain,1,1,Yaba,318421,10000,Rented,2025-03-04
LST08014,LLD0394,Flat,1,2,Ajah,125877,20000,Rented,2025-02-08
LST08015,LLD0469,Flat,3,2,Surulere,429264,10000,Available,2025-02-02
LST08016,LLD0233,Self-Contain,3,1,Lekki,490774,0,Rented,2025-03-13
LST08017,LLD0162,Self-Contain,1,2,Lekki,73613,0,Inactive,2025-04-20
LST08018,LLD0115,Single Room,1,2,Ajah,182031,10000,Inactive,2025-03-14
LST08019,LLD0092,Flat,2,1,Ajah,364244,10000,Inactive,2025-01-07
LST08020,LLD0041,Self-Contain,2,1,Lekki,492933,30000,Inactive,2025-02-20
LST08021,LLD0283,Flat,3,2,Ajah,449152,10000,Available,2025-01-13
LST08022,LLD0378,Flat,1,2,Surulere,471894,0,Available,2025-03-30
LST08023,LLD0209,Self-Contain,3,1,Ajah,259763,20000,Inactive,2025-01-21
LST08024,LLD0205,Single Room,3,1,Surulere,204114,30000,Available,2025-01-08
LST08025,LLD0465,Self-Contain,1,2,Ajah,192714,10000,Inactive,2025-01-28
LST08026,LLD0219,Self-Contain,2,1,Lekki,156940,10000,Available,2025-04-15
LST08027,LLD0279,Flat,3,1,Yaba,302238,20000,Available,2025-02-02
LST08028,LLD0135,Single Room,3,2,Ikeja,69923,0,Rented,2025-03-02
LST08029,LLD0105,Self-Contain,1,2,Lekki,262904,,Inactive,2025-04-18
LST08030,LLD0117,Flat,2,1,Ikeja,232932,30000,Rented,2025-03-22
LST08031,LLD0236,Self-Contain,2,1,Ajah,265327,20000,Inactive,2025-01-13
LST08032,LLD0308,Flat,1,2,Ajah,59227,10000,Available,2025-02-27
LST08033,LLD0455,Self-Contain,3,1,Yaba,118580,0,Inactive,2025-04-06
LST08034,LLD0387,Single Room,1,2,Ajah,425911,,Rented,2025-02-12
LST08035,LLD0474,Self-Contain,1,1,Ikeja,434622,20000,Rented,2025-02-03
LST08036,LLD0099,Flat,2,1,Lekki,149590,10000,Available,2025-02-16
LST08037,LLD0260,Self-Contain,3,1,Lekki,387330,0,Rented,2025-02-16
LST08038,LLD0480,Single Room,3,2,Surulere,191484,20000,Available,2025-03-13
LST08039,LLD0304,Single Room,2,2,Yaba,149934,,Available,2025-03-13
LST08040,LLD0353,Single Room,3,1,Ikeja,474256,20000,Available,2025-04-30
LST08041,LLD0285,Single Room,3,1,Ajah,398091,0,Available,2025-04-14
LST08042,LLD0327,Flat,1,2,Iyana Ipaja,229914,10000,Available,2025-02-02
LST08043,LLD0102,Self-Contain,1,2,Yaba,331644,0,Rented,2025-02-14
LST08044,LLD0062,Single Room,1,1,Yaba,481649,,Rented,2025-01-03
LST08045,LLD0174,Self-Contain,3,2,Iyana Ipaja,261154,10000,Rented,2025-02-22
LST08046,LLD0281,Flat,3,2,Lekki,143066,20000,Rented,2025-01-16
LST08047,LLD0440,Self-Contain,3,1,Surulere,325168,0,Available,2025-02-14
LST08048,LLD0292,Self-Contain,3,1,Lekki,341232,0,Inactive,2025-04-22
LST08049,LLD0225,Single Room,2,2,Lekki,203900,20000,Inactive,2025-03-28
LST08050,LLD0006,Single Room,2,2,Iyana Ipaja,218039,30000,Inactive,2025-03-19
LST08051,LLD0126,Flat,3,1,Ajah,169770,10000,Inactive,2025-01-26
LST08052,LLD0423,Self-Contain,1,2,Ajah,255020,10000,Rented,2025-03-15
LST08053,LLD0091,Flat,1,1,Surulere,492701,20000,Available,2025-03-15
LST08054,LLD0422,Flat,2,1,Surulere,177393,20000,Rented,2025-03-25
LST08055,LLD0189,Flat,2,2,Ikeja,92440,20000,Rented,2025-03-25
LST08056,LLD0358,Single Room,3,1,Ikeja,148739,0,Rented,2025-03-10
LST08057,LLD0475,Single Room,3,1,Lekki,298201,20000,Available,2025-01-23
LST08058,LLD0461,Self-Contain,3,1,Iyana Ipaja,400941,30000,Rented,2025-04-10
LST08059,LLD0052,Self-Contain,3,1,Surulere,246650,30000,Available,2025-02-06
LST08060,LLD0241,Self-Contain,3,1,Yaba,228385,20000,Inactive,2025-02-15
LST08061,LLD0485,Single Room,1,2,Ajah,178848,,Rented,2025-02-11
LST08062,LLD0131,Single Room,1,1,Iyana Ipaja,67349,0,Available,2025-03-28
LST08063,LLD0489,Flat,3,1,Surulere,275290,10000,Rented,2025-03-07
LST08064,LLD0465,Single Room,1,1,Ikeja,443431,20000,Inactive,2025-03-04
LST08065,LLD0363,Flat,3,2,Surulere,454643,0,Available,2025-04-10
LST08066,LLD0111,Flat,3,1,Ajah,70704,,Inactive,2025-04-05
LST08067,LLD0408,Single Room,2,1,Surulere,473648,10000,Inactive,2025-02-27
LST08068,LLD0006,Flat,1,1,Ajah,178245,10000,Available,2025-04-24
LST08069,LLD0229,Flat,1,1,Iyana Ipaja,183777,10000,Rented,2025-01-11
LST08070,LLD0155,Self-Contain,2,2,Surulere,393742,10000,Available,2025-02-18
LST08071,LLD0196,Flat,1,2,Surulere,353876,20000,Inactive,2025-03-20
LST08072,LLD0322,Single Room,2,1,Ikeja,201567,10000,Available,2025-02-06
LST08073,LLD0363,Single Room,1,2,Iyana Ipaja,180241,0,Rented,2025-03-01
LST08074,LLD0222,Flat,3,2,Yaba,276312,30000,Available,2025-03-22
LST08075,LLD0366,Self-Contain,2,2,Ajah,81233,0,Inactive,2025-01-19
LST08076,LLD0489,Single Room,3,1,Iyana Ipaja,171124,30000,Rented,2025-04-22
LST08077,LLD0249,Single Room,3,1,Iyana Ipaja,143267,10000,Rented,2025-01-22
LST08078,LLD0403,Self-Contain,1,1,Yaba,385802,10000,Available,2025-03-23
LST08079,LLD0082,Flat,2,1,Iyana Ipaja,176160,10000,Available,2025-04-14
LST08080,LLD0239,Single Room,3,1,Ajah,123785,20000,Available,2025-04-29
LST08081,LLD0379,Flat,3,1,Lekki,210728,20000,Inactive,2025-02-13
LST08082,LLD0394,Flat,2,2,Lekki,186018,,Rented,2025-02-23
LST08083,LLD0359,Flat,1,2,Ikeja,473423,10000,Rented,2025-03-22
LST08084,LLD0322,Flat,3,2,Yaba,54743,20000,Rented,2025-03-20
LST08085,LLD0470,Single Room,1,2,Ikeja,461443,10000,Rented,2025-03-15
LST08086,LLD0262,Self-Contain,2,2,Lekki,432282,,Rented,2025-02-21
LST08087,LLD0406,Single Room,1,1,Yaba,99612,30000,Inactive,2025-04-19
LST08088,LLD0188,Self-Contain,2,1,Iyana Ipaja,386840,10000,Rented,2025-04-27
LST08089,LLD0454,Flat,1,2,Iyana Ipaja,344212,10000,Available,2025-01-10
LST08090,LLD0365,Self-Contain,1,1,Ajah,456737,10000,Inactive,2025-01-11
LST08091,LLD0289,Flat,3,1,Surulere,496183,20000,Inactive,2025-01-21
LST08092,LLD0361,Single Room,1,1,Lekki,188364,30000,Rented,2025-02-13
LST08093,LLD0402,Single Room,3,1,Iyana Ipaja,319773,,Available,2025-01-30
LST08094,LLD0057,Self-Contain,2,1,Yaba,181361,20000,Available,2025-02-10
LST08095,LLD0008,Flat,2,2,Surulere,143397,20000,Rented,2025-02-10
LST08096,LLD0303,Flat,3,2,Surulere,65791,10000,Inactive,2025-03-25
LST08097,LLD0114,Self-Contain,1,2,Iyana Ipaja,223152,20000,Rented,2025-02-07
LST08098,LLD0209,Flat,2,1,Ikeja,114407,10000,Inactive,2025-04-01
LST08099,LLD0040,Flat,2,1,Ikeja,400456,20000,Rented,2025-02-04
LST08100,LLD0303,Flat,2,1,Ikeja,213318,0,Available,2025-03-19
LST08101,LLD0172,Single Room,3,1,Surulere,75308,0,Rented,2025-03-24
LST08102,LLD0233,Single Room,2,2,Ikeja,433500,20000,Available,2025-02-20
LST08103,LLD0280,Single Room,2,1,Ikeja,201032,,Rented,2025-02-04
LST08104,LLD0371,Flat,2,2,Surulere,434817,20000,Available,2025-04-24
LST08105,LLD0077,Single Room,2,2,Ajah,130986,20000,Available,2025-02-26
LST08106,LLD0107,Flat,3,2,Ikeja,155152,30000,Available,2025-04-10
LST08107,LLD0280,Flat,3,2,Ajah,250390,10000,Available,2025-04-21
LST08108,LLD0402,Self-Contain,1,1,Ajah,482899,0,Available,2025-05-01
LST08109,LLD0038,Flat,2,1,Iyana Ipaja,226703,,Rented,2025-02-16
LST08110,LLD0118,Single Room,3,2,Surulere,54937,,Rented,2025-04-06
LST08111,LLD0334,Single Room,1,1,Yaba,388663,10000,Rented,2025-03-17
LST08112,LLD0335,Flat,1,1,Ikeja,277042,10000,Inactive,2025-03-08
LST08113,LLD0026,Single Room,2,1,Yaba,191302,30000,Available,2025-02-27
LST08114,LLD0103,Flat,1,2,Lekki,146422,20000,Inactive,2025-02-22
LST08115,LLD0073,Self-Contain,3,2,Ajah,81994,0,Available,2025-01-22
LST08116,LLD0190,Flat,1,2,Lekki,192782,0,Available,2025-01-24
LST08117,LLD0323,Flat,1,2,Ajah,292873,,Rented,2025-04-20
LST08118,LLD0498,Self-Contain,3,2,Ikeja,441416,0,Inactive,2025-01-03
LST08119,LLD0146,Single Room,1,2,Lekki,307807,10000,Available,2025-01-17
LST08120,LLD0254,Self-Contain,1,2,Surulere,94477,20000,Rented,2025-04-04
LST08121,LLD0283,Self-Contain,1,1,Iyana Ipaja,344025,0,Inactive,2025-01-31
LST08122,LLD0212,Flat,1,2,Lekki,298637,10000,Inactive,2025-03-26
LST08123,LLD0122,Flat,2,1,Ajah,172822,10000,Available,2025-02-02
LST08124,LLD0494,Self-Contain,2,2,Surulere,490745,10000,Available,2025-05-01
LST08125,LLD0205,Single Room,3,1,Ajah,239483,30000,Rented,2025-04-06
LST08126,LLD0416,Self-Contain,1,1,Yaba,441085,20000,Inactive,2025-03-31
LST08127,LLD0239,Single Room,3,1,Lekki,54437,10000,Inactive,2025-04-06
LST08128,LLD0393,Self-Contain,2,1,Iyana Ipaja,119456,10000,Available,2025-01-11
LST08129,LLD0338,Self-Contain,1,2,Ikeja,195785,0,Rented,2025-01-27
LST08130,LLD0285,Single Room,1,2,Yaba,378807,0,Inactive,2025-01-22
LST08131,LLD0021,Self-Contain,2,2,Lekki,367897,20000,Available,2025-02-20
LST08132,LLD0258,Flat,1,2,Yaba,299827,0,Inactive,2025-01-14
LST08133,LLD0356,Self-Contain,1,2,Lekki,386862,10000,Inactive,2025-01-13
LST08134,LLD0104,Flat,2,2,Ikeja,397550,30000,Inactive,2025-01-09
LST08135,LLD0465,Single Room,3,2,Ikeja,114388,10000,Rented,2025-04-30
LST08136,LLD0458,Single Room,3,2,Iyana Ipaja,87495,10000,Rented,2025-04-23
LST08137,LLD0431,Flat,1,2,Yaba,485601,30000,Rented,2025-03-02
LST08138,LLD0257,Self-Contain,2,2,Iyana Ipaja,186581,30000,Rented,2025-03-12
LST08139,LLD0203,Flat,3,2,Lekki,252089,30000,Inactive,2025-01-07
LST08140,LLD0309,Flat,3,1,Ikeja,207105,20000,Rented,2025-01-04
LST08141,LLD0261,Single Room,1,1,Ikeja,217294,,Available,2025-04-09
LST08142,LLD0106,Flat,3,1,Ajah,362347,30000,Available,2025-02-20
LST08143,LLD0250,Self-Contain,2,1,Ajah,270266,10000,Available,2025-03-09
LST08144,LLD0423,Flat,3,1,Iyana Ipaja,342631,20000,Available,2025-04-08
LST08145,LLD0491,Single Room,2,2,Yaba,244500,0,Available,2025-01-11
LST08146,LLD0220,Self-Contain,2,2,Lekki,167275,20000,Available,2025-01-14
LST08147,LLD0378,Single Room,1,1,Iyana Ipaja,200713,10000,Inactive,2025-02-03
LST08148,LLD0221,Flat,3,2,Ikeja,281618,10000,Rented,2025-03-21
LST08149,LLD0257,Flat,1,1,Ikeja,245729,0,Available,2025-01-20
LST08150,LLD0200,Single Room,3,2,Ikeja,54867,10000,Available,2025-01-11
LST08151,LLD0366,Single Room,1,2,Lekki,124599,10000,Rented,2025-03-25
LST08152,LLD0257,Self-Contain,1,1,Iyana Ipaja,105984,20000,Rented,2025-04-30
LST08153,LLD0348,Single Room,1,1,Lekki,263119,10000,Inactive,2025-04-24
LST08154,LLD0224,Single Room,3,1,Surulere,467897,20000,Available,2025-02-19
LST08155,LLD0201,Flat,1,2,Ikeja,97455,20000,Available,2025-02-09
LST08156,LLD0225,Flat,2,1,Ajah,373282,20000,Available,2025-01-30
LST08157,LLD0235,Single Room,3,2,Iyana Ipaja,168108,10000,Inactive,2025-02-01
LST08158,LLD0182,Single Room,2,2,Ajah,465200,30000,Rented,2025-04-05
LST08159,LLD0199,Flat,1,2,Iyana Ipaja,487770,20000,Inactive,2025-02-06
LST08160,LLD0356,Self-Contain,1,2,Ikeja,131774,30000,Inactive,2025-02-26
LST08161,LLD0245,Self-Contain,2,1,Ajah,320326,0,Available,2025-03-22
LST08162,LLD0443,Self-Contain,1,1,Ajah,410416,10000,Rented,2025-01-17
LST08163,LLD0352,Self-Contain,3,1,Iyana Ipaja,321336,0,Available,2025-01-17
LST08164,LLD0110,Flat,2,1,Surulere,127159,10000,Inactive,2025-03-09
LST08165,LLD0005,Single Room,3,2,Surulere,90256,10000,Inactive,2025-04-18
LST08166,LLD0235,Self-Contain,3,1,Ajah,259279,30000,Rented,2025-01-22
LST08167,LLD0126,Flat,3,1,Ajah,317241,20000,Rented,2025-01-04
LST08168,LLD0103,Single Room,1,1,Ikeja,217952,10000,Rented,2025-01-05
LST08169,LLD0236,Self-Contain,1,1,Iyana Ipaja,166081,20000,Available,2025-03-26
LST08170,LLD0402,Single Room,2,2,Iyana Ipaja,379551,0,Inactive,2025-02-15
LST08171,LLD0479,Self-Contain,2,2,Yaba,460689,10000,Rented,2025-04-21
LST08172,LLD0154,Single Room,3,2,Iyana Ipaja,128709,20000,Rented,2025-04-28
LST08173,LLD0256,Self-Contain,1,2,Ikeja,210880,20000,Rented,2025-02-11
LST08174,LLD0234,Self-Contain,1,1,Ajah,197075,20000,Available,2025-04-21
LST08175,LLD0499,Single Room,1,2,Yaba,252143,10000,Available,2025-03-02
LST08176,LLD0288,Single Room,2,1,Ajah,430998,10000,Available,2025-03-01
LST08177,LLD0039,Single Room,1,1,Iyana Ipaja,228076,,Available,2025-04-22
LST08178,LLD0287,Flat,3,1,Lekki,339852,,Rented,2025-03-11
LST08179,LLD0196,Flat,3,1,Ajah,87307,10000,Inactive,2025-04-30
LST08180,LLD0272,Single Room,3,2,Surulere,249923,20000,Inactive,2025-02-04
LST08181,LLD0381,Flat,1,2,Iyana Ipaja,234116,10000,Rented,2025-03-12
LST08182,LLD0263,Self-Contain,3,1,Surulere,93524,10000,Inactive,2025-02-26
LST08183,LLD0056,Single Room,3,2,Ikeja,379073,20000,Available,2025-01-18
LST08184,LLD0297,Flat,2,2,Surulere,375948,20000,Available,2025-03-31
LST08185,LLD0097,Single Room,2,1,Iyana Ipaja,339812,30000,Available,2025-03-11
LST08186,LLD0136,Self-Contain,1,1,Yaba,60937,20000,Rented,2025-01-23
LST08187,LLD0375,Self-Contain,1,2,Surulere,67104,20000,Available,2025-03-17
LST08188,LLD0086,Flat,1,1,Lekki,54326,0,Available,2025-03-18
LST08189,LLD0418,Self-Contain,1,2,Lekki,119133,20000,Available,2025-02-28
LST08190,LLD0241,Single Room,1,1,Lekki,87727,,Inactive,2025-03-22
LST08191,LLD0198,Flat,2,1,Surulere,352670,10000,Rented,2025-04-06
LST08192,LLD0462,Single Room,2,1,Ikeja,270628,0,Rented,2025-03-23
LST08193,LLD0436,Single Room,2,1,Lekki,78341,,Rented,2025-04-23
LST08194,LLD0309,Single Room,3,2,Ajah,372637,10000,Inactive,2025-03-14
LST08195,LLD0083,Self-Contain,3,2,Ikeja,250488,10000,Available,2025-02-25
LST08196,LLD0241,Single Room,2,2,Iyana Ipaja,115295,0,Rented,2025-03-09
LST08197,LLD0280,Self-Contain,2,2,Yaba,259458,0,Rented,2025-03-23
LST08198,LLD0322,Single Room,1,1,Ikeja,202320,10000,Available,2025-03-23
LST08199,LLD0251,Self-Contain,2,1,Yaba,261751,20000,Available,2025-03-10
LST08200,LLD0189,Self-Contain,1,2,Ikeja,204129,20000,Inactive,2025-02-09
LST08201,LLD0438,Self-Contain,2,2,Iyana Ipaja,255089,20000,Rented,2025-04-27
LST08202,LLD0429,Single Room,1,2,Yaba,423977,20000,Rented,2025-02-14
LST08203,LLD0151,Single Room,2,2,Ikeja,344844,10000,Rented,2025-03-03
LST08204,LLD0481,Self-Contain,1,2,Yaba,318387,30000,Inactive,2025-03-11
LST08205,LLD0301,Single Room,3,1,Lekki,89060,,Rented,2025-01-30
LST08206,LLD0277,Self-Contain,3,2,Lekki,131280,10000,Rented,2025-04-14
LST08207,LLD0138,Single Room,1,2,Surulere,442346,0,Rented,2025-01-12
LST08208,LLD0175,Self-Contain,1,1,Lekki,291586,10000,Inactive,2025-02-26
LST08209,LLD0007,Self-Contain,3,1,Ajah,74970,0,Rented,2025-02-09
LST08210,LLD0294,Flat,2,2,Lekki,50375,30000,Rented,2025-02-16
LST08211,LLD0234,Single Room,1,2,Lekki,416194,10000,Inactive,2025-02-22
LST08212,LLD0162,Single Room,2,2,Iyana Ipaja,464477,20000,Rented,2025-02-03
LST08213,LLD0048,Flat,3,1,Yaba,199595,0,Available,2025-01-20
LST08214,LLD0301,Self-Contain,3,2,Yaba,264966,20000,Inactive,2025-02-08
LST08215,LLD0037,Self-Contain,1,2,Lekki,224490,0,Available,2025-01-02
LST08216,LLD0135,Flat,2,1,Yaba,251109,20000,Available,2025-01-01
LST08217,LLD0309,Flat,3,1,Ikeja,269156,,Rented,2025-03-08
LST08218,LLD0420,Self-Contain,2,1,Surulere,486855,10000,Rented,2025-04-15
LST08219,LLD0218,Single Room,3,1,Lekki,203618,10000,Rented,2025-04-08
LST08220,LLD0347,Flat,1,2,Surulere,227687,10000,Inactive,2025-04-19
LST08221,LLD0295,Flat,2,1,Lekki,142312,20000,Inactive,2025-01-18
LST08222,LLD0033,Flat,2,1,Ajah,473787,0,Inactive,2025-02-14
LST08223,LLD0351,Flat,1,1,Surulere,140524,30000,Available,2025-02-06
LST08224,LLD0078,Flat,1,2,Ikeja,187417,0,Inactive,2025-03-02
LST08225,LLD0235,Flat,1,1,Lekki,498498,0,Inactive,2025-03-10
LST08226,LLD0382,Self-Contain,1,2,Lekki,392154,20000,Rented,2025-01-02
LST08227,LLD0272,Self-Contain,3,1,Yaba,375399,0,Available,2025-03-30
LST08228,LLD0160,Flat,2,2,Lekki,490343,20000,Inactive,2025-04-29
LST08229,LLD0174,Self-Contain,3,2,Surulere,88923,0,Rented,2025-03-04
LST08230,LLD0365,Single Room,1,2,Surulere,400342,30000,Rented,2025-04-07
LST08231,LLD0307,Single Room,3,1,Lekki,65271,10000,Inactive,2025-03-03
LST08232,LLD0373,Flat,3,2,Lekki,441248,20000,Available,2025-02-08
LST08233,LLD0463,Single Room,2,1,Lekki,460978,0,Available,2025-01-02
LST08234,LLD0220,Single Room,2,1,Ajah,427925,0,Inactive,2025-04-09
LST08235,LLD0008,Self-Contain,2,2,Ikeja,292891,20000,Inactive,2025-02-25
LST08236,LLD0288,Self-Contain,1,1,Surulere,112030,10000,Inactive,2025-04-13
LST08237,LLD0443,Self-Contain,1,2,Ajah,73519,10000,Available,2025-02-07
LST08238,LLD0112,Self-Contain,2,1,Yaba,278630,10000,Available,2025-03-18
LST08239,LLD0476,Single Room,3,2,Iyana Ipaja,443926,10000,Rented,2025-01-30
LST08240,LLD0204,Flat,2,1,Lekki,78026,20000,Rented,2025-04-12
LST08241,LLD0404,Self-Contain,1,2,Surulere,139381,,Available,2025-01-01
LST08242,LLD0185,Single Room,3,1,Yaba,430318,10000,Rented,2025-03-12
LST08243,LLD0340,Self-Contain,1,1,Surulere,54892,,Available,2025-02-17
LST08244,LLD0196,Single Room,2,2,Iyana Ipaja,430331,30000,Rented,2025-01-25
LST08245,LLD0265,Self-Contain,2,1,Lekki,85995,0,Inactive,2025-02-22
LST08246,LLD0261,Flat,3,1,Surulere,305563,0,Available,2025-04-23
LST08247,LLD0247,Self-Contain,2,2,Lekki,198186,10000,Rented,2025-03-13
LST08248,LLD0114,Flat,1,2,Iyana Ipaja,440979,20000,Inactive,2025-02-25
LST08249,LLD0120,Self-Contain,1,2,Ajah,138340,10000,Rented,2025-02-20
LST08250,LLD0140,Self-Contain,1,2,Iyana Ipaja,417880,10000,Rented,2025-02-01
LST08251,LLD0064,Self-Contain,3,2,Iyana Ipaja,482176,10000,Inactive,2025-01-21
LST08252,LLD0275,Single Room,1,1,Surulere,288177,20000,Inactive,2025-04-02
LST08253,LLD0312,Single Room,2,2,Ikeja,175220,0,Available,2025-04-05
LST08254,LLD0238,Flat,3,1,Lekki,499556,20000,Rented,2025-03-24
LST08255,LLD0301,Flat,1,1,Surulere,67851,,Inactive,2025-02-19
LST08256,LLD0391,Single Room,1,1,Lekki,346470,20000,Rented,2025-04-17
LST08257,LLD0009,Flat,2,1,Ajah,93479,0,Inactive,2025-02-18
LST08258,LLD0456,Flat,2,1,Ajah,350169,0,Available,2025-01-29
LST08259,LLD0368,Single Room,3,2,Ikeja,335509,10000,Inactive,2025-02-03
LST08260,LLD0232,Single Room,1,2,Ikeja,121060,,Rented,2025-01-11
LST08261,LLD0194,Single Room,1,2,Ikeja,423092,30000,Rented,2025-02-24
LST08262,LLD0394,Single Room,2,2,Ajah,484716,20000,Available,2025-03-22
LST08263,LLD0011,Self-Contain,3,2,Iyana Ipaja,380554,0,Available,2025-01-31
LST08264,LLD0393,Single Room,2,2,Surulere,156325,20000,Inactive,2025-03-08
LST08265,LLD0408,Flat,2,1,Lekki,301490,30000,Inactive,2025-04-08
LST08266,LLD0176,Self-Contain,3,2,Lekki,438670,,Rented,2025-04-13
LST08267,LLD0176,Self-Contain,1,2,Surulere,122493,20000,Inactive,2025-04-27
LST08268,LLD0216,Flat,1,2,Yaba,69076,20000,Available,2025-03-20
LST08269,LLD0010,Self-Contain,1,2,Ajah,275806,20000,Inactive,2025-04-14
LST08270,LLD0445,Flat,3,2,Ajah,61261,,Available,2025-03-30
LST08271,LLD0117,Self-Contain,3,1,Ikeja,481208,20000,Rented,2025-03-29
LST08272,LLD0163,Self-Contain,3,1,Surulere,470690,10000,Inactive,2025-02-04
LST08273,LLD0038,Flat,3,1,Yaba,274591,20000,Available,2025-02-06
LST08274,LLD0052,Flat,3,2,Yaba,390391,30000,Inactive,2025-03-25
LST08275,LLD0217,Flat,2,2,Ajah,351678,20000,Available,2025-04-06
LST08276,LLD0205,Flat,1,2,Ikeja,60090,20000,Available,2025-03-10
LST08277,LLD0486,Single Room,3,1,Lekki,244390,20000,Available,2025-04-14
LST08278,LLD0311,Single Room,1,1,Ikeja,344915,20000,Inactive,2025-02-04
LST08279,LLD0359,Flat,3,2,Lekki,128292,0,Available,2025-02-22
LST08280,LLD0384,Single Room,1,2,Ajah,382439,20000,Inactive,2025-01-25
LST08281,LLD0055,Flat,2,1,Ikeja,405881,10000,Available,2025-04-20
LST08282,LLD0117,Flat,1,1,Yaba,298694,,Available,2025-01-09
LST08283,LLD0387,Self-Contain,1,1,Surulere,480617,,Inactive,2025-01-24
LST08284,LLD0252,Flat,3,2,Iyana Ipaja,450577,10000,Inactive,2025-01-18
LST08285,LLD0285,Flat,1,1,Yaba,363703,,Inactive,2025-02-07
LST08286,LLD0267,Flat,2,2,Surulere,183639,10000,Rented,2025-01-15
LST08287,LLD0290,Flat,2,2,Lekki,239512,20000,Rented,2025-03-23
LST08288,LLD0332,Self-Contain,2,2,Ajah,387857,0,Rented,2025-02-28
LST08289,LLD0179,Flat,3,1,Ikeja,85917,0,Available,2025-03-21
LST08290,LLD0414,Self-Contain,3,1,Ajah,205283,30000,Available,2025-02-27
LST08291,LLD0357,Flat,3,1,Ajah,293779,30000,Available,2025-02-04
LST08292,LLD0234,Self-Contain,3,1,Lekki,293554,20000,Inactive,2025-03-31
LST08293,LLD0342,Single Room,3,2,Ajah,155142,10000,Rented,2025-03-21
LST08294,LLD0195,Self-Contain,2,2,Ikeja,400292,10000,Available,2025-03-04
LST08295,LLD0307,Self-Contain,1,2,Yaba,137535,30000,Inactive,2025-01-25
LST08296,LLD0079,Flat,2,2,Ajah,172958,10000,Rented,2025-02-11
LST08297,LLD0134,Self-Contain,3,1,Ikeja,469366,10000,Rented,2025-01-03
LST08298,LLD0021,Self-Contain,2,2,Ikeja,172161,20000,Inactive,2025-01-20
LST08299,LLD0476,Flat,1,1,Lekki,313749,,Available,2025-01-07
LST08300,LLD0330,Single Room,3,2,Ajah,422891,0,Rented,2025-03-10
LST08301,LLD0439,Single Room,2,1,Lekki,122820,30000,Available,2025-01-03
LST08302,LLD0224,Single Room,2,2,Yaba,235199,20000,Available,2025-01-24
LST08303,LLD0057,Self-Contain,1,2,Yaba,366865,10000,Available,2025-01-14
LST08304,LLD0092,Flat,3,1,Surulere,230251,20000,Available,2025-02-06
LST08305,LLD0191,Single Room,3,2,Ikeja,292273,20000,Available,2025-02-04
LST08306,LLD0102,Single Room,1,1,Ajah,358173,0,Available,2025-01-17
LST08307,LLD0395,Single Room,1,2,Surulere,329880,20000,Available,2025-04-02
LST08308,LLD0006,Single Room,1,1,Ikeja,184806,20000,Inactive,2025-02-26
LST08309,LLD0127,Flat,1,1,Ajah,319675,0,Available,2025-04-04
LST08310,LLD0054,Single Room,3,1,Lekki,345330,10000,Available,2025-01-02
LST08311,LLD0230,Self-Contain,3,1,Yaba,357221,0,Rented,2025-01-30
LST08312,LLD0361,Self-Contain,2,2,Surulere,353364,10000,Rented,2025-01-12
LST08313,LLD0061,Flat,2,1,Surulere,134027,10000,Available,2025-01-20
LST08314,LLD0239,Single Room,2,1,Yaba,225016,20000,Rented,2025-01-02
LST08315,LLD0089,Single Room,3,1,Lekki,121842,0,Inactive,2025-03-05
LST08316,LLD0231,Self-Contain,3,1,Iyana Ipaja,360385,10000,Inactive,2025-01-28
LST08317,LLD0456,Flat,3,2,Iyana Ipaja,185363,10000,Inactive,2025-02-13
LST08318,LLD0232,Self-Contain,2,1,Iyana Ipaja,130496,20000,Rented,2025-02-23
LST08319,LLD0353,Flat,1,2,Ajah,386776,20000,Inactive,2025-02-09
LST08320,LLD0492,Flat,1,2,Surulere,412674,0,Inactive,2025-04-11
LST08321,LLD0332,Flat,1,1,Lekki,352572,,Rented,2025-04-13
LST08322,LLD0438,Self-Contain,1,1,Ajah,62612,20000,Available,2025-03-05
LST08323,LLD0374,Flat,1,1,Ajah,238983,20000,Available,2025-02-17
LST08324,LLD0291,Self-Contain,3,1,Lekki,311466,10000,Available,2025-03-01
LST08325,LLD0344,Self-Contain,2,2,Ajah,263770,0,Rented,2025-03-31
